,compound,create_date,negative,neutral,news_media,positive,tweets_ago
20,0.7845,2017-09-18 02:40:11+00:00,0.0,0.592,CBS,0.408,-20
21,0.7003,2017-09-18 02:38:53+00:00,0.0,0.721,CBS,0.279,-21
22,0.7845,2017-09-18 02:38:12+00:00,0.0,0.592,CBS,0.408,-22
23,0.7845,2017-09-18 02:28:43+00:00,0.0,0.537,CBS,0.463,-23
24,0.7845,2017-09-18 02:28:40+00:00,0.0,0.615,CBS,0.385,-24
25,0.0,2017-09-18 02:27:24+00:00,0.0,1.0,CBS,0.0,-25
26,0.0,2017-09-18 02:23:08+00:00,0.0,1.0,CBS,0.0,-26
27,0.7845,2017-09-18 02:22:55+00:00,0.0,0.615,CBS,0.385,-27
28,0.7845,2017-09-18 02:11:57+00:00,0.0,0.592,CBS,0.408,-28
29,0.7845,2017-09-18 02:08:34+00:00,0.0,0.592,CBS,0.408,-29
30,0.7845,2017-09-18 02:02:23+00:00,0.0,0.592,CBS,0.408,-30
31,0.7845,2017-09-18 02:02:02+00:00,0.0,0.615,CBS,0.385,-31
32,0.8858,2017-09-18 02:00:25+00:00,0.0,0.514,CBS,0.486,-32
33,0.8687,2017-09-18 01:51:53+00:00,0.0,0.62,CBS,0.38,-33
34,0.5411,2017-09-18 01:45:08+00:00,0.0,0.534,CBS,0.466,-34
35,0.0,2017-09-18 01:41:08+00:00,0.0,1.0,CBS,0.0,-35
36,0.0,2017-09-18 01:38:30+00:00,0.0,1.0,CBS,0.0,-36
37,0.0,2017-09-18 01:28:43+00:00,0.0,1.0,CBS,0.0,-37
38,0.8979,2017-09-18 01:26:17+00:00,0.0,0.588,CBS,0.412,-38
39,0.0,2017-09-18 01:12:14+00:00,0.0,1.0,CBS,0.0,-39
40,0.2565,2017-09-18 01:11:42+00:00,0.0,0.916,CBS,0.084,-40
41,0.7845,2017-09-18 01:10:15+00:00,0.0,0.592,CBS,0.408,-41
42,0.0,2017-09-18 01:06:50+00:00,0.0,1.0,CBS,0.0,-42
43,0.7845,2017-09-18 01:04:29+00:00,0.0,0.592,CBS,0.408,-43
44,0.7845,2017-09-18 01:04:26+00:00,0.0,0.592,CBS,0.408,-44
45,0.9022,2017-09-18 01:03:58+00:00,0.0,0.498,CBS,0.502,-45
46,0.0,2017-09-18 01:00:38+00:00,0.0,1.0,CBS,0.0,-46
47,0.636,2017-09-18 00:48:32+00:00,0.0,0.488,CBS,0.512,-47
48,0.0,2017-09-18 00:45:40+00:00,0.0,1.0,CBS,0.0,-48
49,0.7096,2017-09-18 00:39:13+00:00,0.0,0.772,CBS,0.228,-49
50,0.7845,2017-09-18 00:38:44+00:00,0.0,0.592,CBS,0.408,-50
51,0.7845,2017-09-18 00:38:10+00:00,0.0,0.592,CBS,0.408,-51
52,0.0772,2017-09-18 00:34:08+00:00,0.0,0.933,CBS,0.067,-52
53,0.0,2017-09-18 00:33:43+00:00,0.0,1.0,CBS,0.0,-53
54,0.75,2017-09-18 00:26:30+00:00,0.0,0.687,CBS,0.313,-54
55,-0.4389,2017-09-18 00:19:44+00:00,0.292,0.708,CBS,0.0,-55
56,0.4926,2017-09-18 00:09:09+00:00,0.0,0.61,CBS,0.39,-56
57,0.34,2017-09-18 00:00:06+00:00,0.078,0.777,CBS,0.146,-57
58,0.4199,2017-09-17 23:34:15+00:00,0.0,0.859,CBS,0.141,-58
59,0.0,2017-09-17 22:26:31+00:00,0.0,1.0,CBS,0.0,-59
60,0.0,2017-09-17 21:22:14+00:00,0.0,1.0,CBS,0.0,-60
61,0.6696,2017-09-17 20:30:06+00:00,0.0,0.817,CBS,0.183,-61
62,0.0,2017-09-17 20:24:04+00:00,0.0,1.0,CBS,0.0,-62
63,0.7974,2017-09-17 13:38:18+00:00,0.0,0.717,CBS,0.283,-63
64,0.0,2017-09-17 12:00:05+00:00,0.0,1.0,CBS,0.0,-64
65,0.8588,2017-09-17 04:36:22+00:00,0.0,0.667,CBS,0.333,-65
66,0.8087,2017-09-16 22:00:05+00:00,0.0,0.711,CBS,0.289,-66
67,0.8126,2017-09-16 21:22:52+00:00,0.0,0.684,CBS,0.316,-67
68,0.7269,2017-09-16 19:30:06+00:00,0.0,0.697,CBS,0.303,-68
69,0.0,2017-09-16 17:00:08+00:00,0.0,1.0,CBS,0.0,-69
70,0.6166,2017-09-16 14:30:01+00:00,0.0,0.788,CBS,0.212,-70
71,0.6421,2017-09-16 12:30:03+00:00,0.0,0.784,CBS,0.216,-71
72,0.4389,2017-09-16 11:21:06+00:00,0.0,0.855,CBS,0.145,-72
73,0.7845,2017-09-16 06:46:54+00:00,0.0,0.699,CBS,0.301,-73
74,0.9396,2017-09-16 03:00:28+00:00,0.0,0.488,CBS,0.512,-74
75,0.6688,2017-09-16 02:53:52+00:00,0.0,0.667,CBS,0.333,-75
76,0.6476,2017-09-16 02:49:55+00:00,0.0,0.654,CBS,0.346,-76
77,0.0,2017-09-16 02:36:19+00:00,0.0,1.0,CBS,0.0,-77
78,0.5719,2017-09-16 02:31:59+00:00,0.0,0.748,CBS,0.252,-78
79,0.6696,2017-09-16 02:13:00+00:00,0.0,0.791,CBS,0.209,-79
80,0.3182,2017-09-16 02:09:35+00:00,0.0,0.859,CBS,0.141,-80
81,0.4215,2017-09-16 02:00:47+00:00,0.0,0.682,CBS,0.318,-81
82,0.7239,2017-09-16 02:00:17+00:00,0.0,0.758,CBS,0.242,-82
83,0.7883,2017-09-16 01:58:04+00:00,0.0,0.651,CBS,0.349,-83
84,0.8268,2017-09-16 01:36:32+00:00,0.0,0.539,CBS,0.461,-84
85,0.2732,2017-09-16 01:28:10+00:00,0.0,0.87,CBS,0.13,-85
86,0.0,2017-09-16 01:19:40+00:00,0.0,1.0,CBS,0.0,-86
87,0.8268,2017-09-16 01:13:05+00:00,0.0,0.565,CBS,0.435,-87
88,0.9072,2017-09-16 01:08:48+00:00,0.0,0.492,CBS,0.508,-88
89,0.0,2017-09-16 01:05:02+00:00,0.0,1.0,CBS,0.0,-89
90,0.0,2017-09-16 01:04:45+00:00,0.0,1.0,CBS,0.0,-90
91,0.4574,2017-09-16 00:47:25+00:00,0.069,0.776,CBS,0.155,-91
92,0.4199,2017-09-16 00:00:06+00:00,0.0,0.872,CBS,0.128,-92
93,0.8176,2017-09-15 23:02:13+00:00,0.088,0.572,CBS,0.34,-93
94,0.0,2017-09-15 21:54:22+00:00,0.0,1.0,CBS,0.0,-94
95,0.5983,2017-09-15 21:33:30+00:00,0.0,0.814,CBS,0.186,-95
96,0.6514,2017-09-15 21:08:15+00:00,0.0,0.836,CBS,0.164,-96
97,0.4767,2017-09-15 20:59:23+00:00,0.0,0.796,CBS,0.204,-97
98,-0.1027,2017-09-15 19:14:13+00:00,0.076,0.924,CBS,0.0,-98
99,0.0,2017-09-15 14:00:07+00:00,0.0,1.0,CBS,0.0,-99
0,0.6249,2017-09-21 08:16:33+00:00,0.0,0.745,fox,0.255,0
1,0.0,2017-09-21 08:14:39+00:00,0.0,1.0,fox,0.0,-1
2,0.4199,2017-09-21 08:14:02+00:00,0.0,0.763,fox,0.237,-2
3,0.3612,2017-09-21 07:57:12+00:00,0.0,0.737,fox,0.263,-3
4,0.4201,2017-09-21 07:27:05+00:00,0.0,0.851,fox,0.149,-4
5,0.8439,2017-09-21 07:22:00+00:00,0.0,0.464,fox,0.536,-5
6,0.7003,2017-09-21 07:18:37+00:00,0.0,0.633,fox,0.367,-6
7,0.8313,2017-09-21 07:18:03+00:00,0.0,0.406,fox,0.594,-7
8,0.0,2017-09-21 07:17:38+00:00,0.0,1.0,fox,0.0,-8
9,0.4199,2017-09-21 07:17:17+00:00,0.0,0.518,fox,0.482,-9
10,0.6908,2017-09-21 07:15:39+00:00,0.0,0.612,fox,0.388,-10
11,0.4926,2017-09-21 04:58:40+00:00,0.0,0.842,fox,0.158,-11
12,0.7096,2017-09-21 02:58:16+00:00,0.0,0.504,fox,0.496,-12
13,0.4199,2017-09-21 02:57:45+00:00,0.0,0.518,fox,0.482,-13
14,-0.5368,2017-09-20 20:50:30+00:00,0.207,0.716,fox,0.077,-14
15,-0.5859,2017-09-20 20:41:15+00:00,0.444,0.556,fox,0.0,-15
16,-0.1531,2017-09-20 20:20:17+00:00,0.209,0.603,fox,0.188,-16
17,-0.3182,2017-09-20 20:19:37+00:00,0.141,0.859,fox,0.0,-17
18,-0.0502,2017-09-20 20:12:02+00:00,0.116,0.736,fox,0.147,-18
19,0.0,2017-09-20 20:07:50+00:00,0.0,1.0,fox,0.0,-19
20,0.4588,2017-09-20 18:53:43+00:00,0.0,0.875,fox,0.125,-20
21,0.7783,2017-09-20 18:22:30+00:00,0.0,0.736,fox,0.264,-21
22,-0.128,2017-09-20 18:20:20+00:00,0.113,0.798,fox,0.089,-22
23,0.0,2017-09-20 18:16:47+00:00,0.0,1.0,fox,0.0,-23
24,0.0,2017-09-20 18:14:16+00:00,0.0,1.0,fox,0.0,-24
25,0.0,2017-09-20 18:08:09+00:00,0.0,1.0,fox,0.0,-25
26,0.4939,2017-09-20 18:06:58+00:00,0.0,0.556,fox,0.444,-26
27,0.7003,2017-09-20 18:02:49+00:00,0.0,0.746,fox,0.254,-27
28,0.0,2017-09-20 17:53:51+00:00,0.0,1.0,fox,0.0,-28
29,0.6249,2017-09-20 17:49:41+00:00,0.0,0.758,fox,0.242,-29
30,-0.4767,2017-09-20 17:44:11+00:00,0.22,0.78,fox,0.0,-30
31,0.0,2017-09-20 17:37:40+00:00,0.0,1.0,fox,0.0,-31
32,0.4341,2017-09-20 17:37:02+00:00,0.0,0.823,fox,0.177,-32
33,0.7158,2017-09-20 17:35:35+00:00,0.0,0.701,fox,0.299,-33
34,0.4588,2017-09-20 17:28:26+00:00,0.0,0.5,fox,0.5,-34
35,0.9148,2017-09-20 17:01:47+00:00,0.0,0.523,fox,0.477,-35
36,0.0,2017-09-20 16:42:14+00:00,0.0,1.0,fox,0.0,-36
37,0.7568,2017-09-20 16:20:44+00:00,0.0,0.717,fox,0.283,-37
38,0.7946,2017-09-20 16:18:51+00:00,0.0,0.609,fox,0.391,-38
39,0.8164,2017-09-20 15:42:07+00:00,0.0,0.718,fox,0.282,-39
40,0.6696,2017-09-20 15:17:13+00:00,0.0,0.793,fox,0.207,-40
41,0.0,2017-09-20 14:28:43+00:00,0.0,1.0,fox,0.0,-41
42,0.3612,2017-09-20 13:52:55+00:00,0.0,0.898,fox,0.102,-42
43,0.0,2017-09-20 13:49:51+00:00,0.0,1.0,fox,0.0,-43
44,0.0,2017-09-20 13:42:36+00:00,0.0,1.0,fox,0.0,-44
45,-0.128,2017-09-20 13:32:33+00:00,0.273,0.727,fox,0.0,-45
46,0.6996,2017-09-20 13:01:53+00:00,0.0,0.775,fox,0.225,-46
47,0.0,2017-09-20 12:44:05+00:00,0.0,1.0,fox,0.0,-47
48,0.3581,2017-09-20 12:39:06+00:00,0.127,0.64,fox,0.233,-48
49,0.7896,2017-09-20 12:03:30+00:00,0.0,0.667,fox,0.333,-49
50,0.5059,2017-09-20 11:47:54+00:00,0.0,0.83,fox,0.17,-50
51,0.6249,2017-09-20 10:24:27+00:00,0.0,0.494,fox,0.506,-51
52,0.0,2017-09-20 09:04:25+00:00,0.0,1.0,fox,0.0,-52
53,0.34,2017-09-20 08:47:11+00:00,0.0,0.844,fox,0.156,-53
54,0.8687,2017-09-20 08:14:30+00:00,0.0,0.505,fox,0.495,-54
55,0.0,2017-09-20 06:42:32+00:00,0.0,1.0,fox,0.0,-55
56,0.3896,2017-09-20 06:09:08+00:00,0.046,0.845,fox,0.109,-56
57,0.6597,2017-09-20 06:05:01+00:00,0.0,0.357,fox,0.643,-57
58,0.3612,2017-09-20 06:04:45+00:00,0.0,0.545,fox,0.455,-58
59,0.4574,2017-09-20 05:47:13+00:00,0.0,0.572,fox,0.428,-59
60,0.3612,2017-09-20 05:46:59+00:00,0.0,0.444,fox,0.556,-60
61,0.4199,2017-09-20 05:46:50+00:00,0.0,0.518,fox,0.482,-61
62,0.9378,2017-09-20 05:45:49+00:00,0.0,0.525,fox,0.475,-62
63,0.6696,2017-09-20 05:41:31+00:00,0.0,0.776,fox,0.224,-63
64,0.4574,2017-09-20 04:24:20+00:00,0.0,0.87,fox,0.13,-64
65,0.0,2017-09-19 20:46:11+00:00,0.0,1.0,fox,0.0,-65
66,0.3818,2017-09-19 20:43:43+00:00,0.0,0.909,fox,0.091,-66
67,0.0,2017-09-19 20:07:52+00:00,0.0,1.0,fox,0.0,-67
68,0.4199,2017-09-19 19:57:53+00:00,0.0,0.417,fox,0.583,-68
69,0.7088,2017-09-19 19:49:06+00:00,0.16,0.521,fox,0.319,-69
70,0.0,2017-09-19 19:48:29+00:00,0.0,1.0,fox,0.0,-70
71,0.0,2017-09-19 19:47:27+00:00,0.0,1.0,fox,0.0,-71
72,0.4574,2017-09-19 19:45:00+00:00,0.0,0.857,fox,0.143,-72
73,0.1531,2017-09-19 19:41:47+00:00,0.0,0.922,fox,0.078,-73
74,-0.1245,2017-09-19 19:40:18+00:00,0.148,0.763,fox,0.088,-74
75,0.5983,2017-09-19 19:39:30+00:00,0.0,0.755,fox,0.245,-75
76,0.0,2017-09-19 19:38:31+00:00,0.0,1.0,fox,0.0,-76
77,0.1687,2017-09-19 19:36:14+00:00,0.099,0.774,fox,0.127,-77
78,0.2124,2017-09-19 19:09:08+00:00,0.069,0.824,fox,0.107,-78
79,0.6989,2017-09-19 18:56:38+00:00,0.0,0.548,fox,0.452,-79
80,0.743,2017-09-19 18:49:51+00:00,0.0,0.717,fox,0.283,-80
81,0.7574,2017-09-19 18:49:27+00:00,0.0,0.667,fox,0.333,-81
82,0.7579,2017-09-19 18:38:42+00:00,0.0,0.764,fox,0.236,-82
83,0.4199,2017-09-19 18:36:49+00:00,0.0,0.518,fox,0.482,-83
84,0.0,2017-09-19 18:36:28+00:00,0.0,1.0,fox,0.0,-84
85,0.6249,2017-09-19 18:01:52+00:00,0.0,0.594,fox,0.406,-85
86,0.705,2017-09-19 17:54:30+00:00,0.0,0.686,fox,0.314,-86
87,0.0,2017-09-19 17:50:26+00:00,0.0,1.0,fox,0.0,-87
88,0.0,2017-09-19 17:49:27+00:00,0.0,1.0,fox,0.0,-88
89,0.0,2017-09-19 17:17:08+00:00,0.0,1.0,fox,0.0,-89
90,0.6996,2017-09-19 15:30:43+00:00,0.0,0.757,fox,0.243,-90
91,0.2057,2017-09-19 14:58:21+00:00,0.0,0.794,fox,0.206,-91
92,-0.296,2017-09-19 14:57:35+00:00,0.524,0.476,fox,0.0,-92
93,0.6705,2017-09-19 14:55:30+00:00,0.0,0.686,fox,0.314,-93
94,0.4767,2017-09-19 14:49:21+00:00,0.0,0.814,fox,0.186,-94
95,0.0,2017-09-19 14:48:28+00:00,0.0,1.0,fox,0.0,-95
96,0.3612,2017-09-19 14:38:24+00:00,0.0,0.545,fox,0.455,-96
97,-0.6199,2017-09-19 14:35:00+00:00,0.289,0.711,fox,0.0,-97
98,0.5927,2017-09-19 14:31:19+00:00,0.0,0.824,fox,0.176,-98
99,-0.34,2017-09-19 14:17:46+00:00,0.211,0.789,fox,0.0,-99
